CustomerID,Customer_Segment,Action_Priority,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,AvgOrderValue,PurchaseFrequency,CustomerLifespanDays,AvgDaysBetweenOrders,UniqueProducts,TotalQuantity,Cohort_Year,Cohort_Month,FirstPurchaseDate,LastPurchaseDate
15737,VIP Customers,1,5,8,1188.12,5,5,4,14,148.51,0.034934,229,32.71,60,597,2011,4,2011-04-11 10:01:00.000,2011-11-25 11:21:00.000
16612,VIP Customers,1,23,4,1187.66,4,4,4,12,296.92,0.014286,280,93.33,48,506,2011,2,2011-02-01 10:38:00.000,2011-11-07 07:38:00.000
17800,VIP Customers,1,28,9,1187.21,4,5,4,13,131.91,0.030201,298,37.25,51,732,2011,1,2011-01-09 13:50:00.000,2011-11-02 12:57:00.000
14178,VIP Customers,1,19,6,1181.79,4,5,4,13,196.96,0.038710,155,31.00,160,987,2011,6,2011-06-10 12:51:00.000,2011-11-11 12:10:00.000
16950,VIP Customers,1,47,3,1178.56,3,4,4,11,392.85,0.009615,312,156.00,39,644,2010,12,2010-12-07 15:20:00.000,2011-10-14 09:06:00.000
16042,VIP Customers,1,13,5,1177.47,4,4,4,12,235.49,0.016077,311,77.75,68,743,2011,1,2011-01-11 13:25:00.000,2011-11-17 17:50:00.000
14719,VIP Customers,1,1,4,1175.42,5,4,4,13,293.85,0.016667,240,80.00,153,772,2011,4,2011-04-04 14:17:00.000,2011-11-29 12:52:00.000
12640,VIP Customers,1,14,3,1174.58,4,4,4,12,391.53,0.050847,59,29.50,47,311,2011,9,2011-09-19 12:01:00.000,2011-11-16 11:52:00.000
13500,VIP Customers,1,14,3,1166.77,4,4,4,12,388.92,0.030000,100,50.00,60,609,2011,8,2011-08-09 12:20:00.000,2011-11-16 15:35:00.000
14487,VIP Customers,1,17,6,1165.48,4,5,4,13,194.25,0.017493,343,68.60,112,712,2010,12,2010-12-06 13:22:00.000,2011-11-13 12:17:00.000
14447,VIP Customers,1,9,5,1163.23,5,5,4,14,232.65,0.019011,263,65.75,54,571,2011,3,2011-03-04 10:49:00.000,2011-11-21 08:28:00.000
13499,VIP Customers,1,8,5,1159.11,5,5,4,14,231.82,0.019763,253,63.25,31,1365,2011,3,2011-03-15 08:52:00.000,2011-11-22 11:21:00.000
16184,VIP Customers,1,55,6,1158.79,3,5,4,12,193.13,0.040541,148,29.60,26,561,2011,5,2011-05-12 13:33:00.000,2011-10-06 17:43:00.000
17867,VIP Customers,1,21,6,1157.87,4,5,4,13,192.98,0.023166,259,51.80,62,508,2011,2,2011-02-24 12:25:00.000,2011-11-09 14:15:00.000
17348,VIP Customers,1,5,5,1156.6,5,4,4,13,231.32,0.017606,284,71.00,180,1398,2011,2,2011-02-15 10:49:00.000,2011-11-25 11:25:00.000
16637,VIP Customers,1,23,4,1154.47,4,4,4,12,288.62,0.020619,194,64.67,66,927,2011,4,2011-04-28 10:20:00.000,2011-11-07 13:17:00.000
16062,VIP Customers,1,0,4,1153.62,5,4,4,13,288.41,0.011236,356,118.67,50,800,2010,12,2010-12-10 12:00:00.000,2011-11-30 12:15:00.000
13159,VIP Customers,1,41,3,1146.79,3,4,4,11,382.26,0.045455,66,33.00,95,806,2011,8,2011-08-16 11:44:00.000,2011-10-20 13:20:00.000
17135,VIP Customers,1,7,7,1139.73,5,5,4,14,162.82,0.019663,356,59.33,34,1224,2010,12,2010-12-03 09:31:00.000,2011-11-23 16:48:00.000
17302,VIP Customers,1,5,5,1135.63,5,4,4,13,227.13,0.017123,292,73.00,68,575,2011,2,2011-02-07 10:14:00.000,2011-11-25 09:36:00.000
13310,VIP Customers,1,19,3,1132.03,4,4,4,12,377.34,0.010101,297,148.50,65,587,2011,1,2011-01-19 14:50:00.000,2011-11-11 17:23:00.000
18125,VIP Customers,1,20,4,1131.75,4,4,4,12,282.94,0.013889,288,96.00,164,800,2011,1,2011-01-27 15:02:00.000,2011-11-10 12:29:00.000
13447,VIP Customers,1,14,3,1129.14,4,4,4,12,376.38,0.230769,13,6.50,55,584,2011,11,2011-11-04 10:10:00.000,2011-11-16 13:38:00.000
14824,VIP Customers,1,1,4,1127.71,5,4,4,13,281.93,0.048780,82,27.33,19,525,2011,9,2011-09-09 14:12:00.000,2011-11-29 14:20:00.000
17470,VIP Customers,1,35,5,1125.07,3,4,4,11,225.01,0.015432,324,81.00,67,1675,2010,12,2010-12-07 09:57:00.000,2011-10-26 12:42:00.000
13772,VIP Customers,1,24,3,1122.63,4,4,4,12,374.21,0.014493,207,103.50,141,540,2011,4,2011-04-14 12:31:00.000,2011-11-06 11:43:00.000
17562,VIP Customers,1,5,7,1122.38,5,5,4,14,160.34,0.043750,160,26.67,48,817,2011,6,2011-06-19 13:06:00.000,2011-11-25 14:21:00.000
14723,VIP Customers,1,1,6,1122.36,5,5,4,14,187.06,0.016575,362,72.40,193,673,2010,12,2010-12-03 14:18:00.000,2011-11-29 15:23:00.000
16086,VIP Customers,1,50,5,1121.39,3,4,4,11,224.28,0.016181,309,77.25,24,511,2010,12,2010-12-07 13:45:00.000,2011-10-11 13:09:00.000
17894,VIP Customers,1,62,8,1118.96,3,5,4,12,139.87,0.027027,296,42.29,127,404,2010,12,2010-12-08 14:50:00.000,2011-09-29 09:23:00.000
15602,VIP Customers,1,13,8,1117.03,4,5,4,13,139.63,0.023055,347,49.57,29,933,2010,12,2010-12-06 15:35:00.000,2011-11-17 19:52:00.000
16350,VIP Customers,1,12,4,1116.47,5,4,4,13,279.12,0.012780,313,104.33,40,545,2011,1,2011-01-10 09:44:00.000,2011-11-18 15:53:00.000
14794,VIP Customers,1,0,6,1115.05,5,5,4,14,185.84,0.018405,326,65.20,62,515,2011,1,2011-01-09 16:11:00.000,2011-11-30 09:00:00.000
12679,VIP Customers,1,49,4,1113.02,3,4,4,11,278.25,0.017699,226,75.33,43,554,2011,3,2011-03-01 12:26:00.000,2011-10-12 12:30:00.000
17609,VIP Customers,1,31,5,1105.78,4,4,4,12,221.16,0.017361,288,72.00,199,719,2011,1,2011-01-16 16:23:00.000,2011-10-30 12:28:00.000
13064,VIP Customers,1,3,4,1105.59,5,4,4,13,276.40,0.012658,316,105.33,51,514,2011,1,2011-01-16 13:41:00.000,2011-11-27 12:31:00.000
14948,VIP Customers,1,14,6,1101.97,4,5,4,13,183.66,0.030457,197,39.40,56,673,2011,5,2011-05-04 14:52:00.000,2011-11-16 17:16:00.000
14744,VIP Customers,1,7,7,1099.98,5,5,4,14,157.14,0.019943,351,58.50,21,627,2010,12,2010-12-08 10:21:00.000,2011-11-23 12:51:00.000
17966,VIP Customers,1,28,5,1098.43,4,4,4,12,219.69,0.022222,225,56.25,53,2571,2011,3,2011-03-23 17:25:00.000,2011-11-02 10:26:00.000
14971,VIP Customers,1,26,3,1097.98,4,4,4,12,365.99,0.333333,9,4.50,144,639,2011,10,2011-10-27 13:33:00.000,2011-11-04 17:07:00.000
16794,VIP Customers,1,1,9,1097.09,5,5,4,14,121.90,0.052632,171,21.38,131,860,2011,6,2011-06-12 14:15:00.000,2011-11-29 12:46:00.000
16225,VIP Customers,1,35,5,1096.32,3,4,4,11,219.26,0.021368,234,58.50,109,493,2011,3,2011-03-07 12:17:00.000,2011-10-26 08:30:00.000
15910,VIP Customers,1,6,7,1095.53,5,5,4,14,156.50,0.023179,302,50.33,209,855,2011,1,2011-01-27 11:55:00.000,2011-11-24 16:59:00.000
13652,VIP Customers,1,36,3,1095.08,3,4,4,11,365.03,0.009259,324,162.00,48,578,2010,12,2010-12-06 09:21:00.000,2011-10-25 08:51:00.000
15745,VIP Customers,1,10,4,1094.59,5,4,4,13,273.65,0.018349,218,72.67,57,421,2011,4,2011-04-17 13:04:00.000,2011-11-20 13:45:00.000
15608,VIP Customers,1,19,4,1093.68,4,4,4,12,273.42,0.043011,93,31.00,59,714,2011,8,2011-08-11 09:56:00.000,2011-11-11 13:20:00.000
16989,VIP Customers,1,6,5,1093.65,5,5,4,14,218.73,0.036765,136,34.00,7,1209,2011,7,2011-07-12 09:11:00.000,2011-11-24 17:32:00.000
12952,VIP Customers,1,34,3,1090.06,3,4,4,11,363.35,0.083333,36,18.00,55,534,2011,9,2011-09-22 16:37:00.000,2011-10-27 17:00:00.000
16929,VIP Customers,1,8,6,1089.45,5,5,4,14,181.57,0.043165,139,27.80,45,723,2011,7,2011-07-07 12:39:00.000,2011-11-22 15:36:00.000
13610,VIP Customers,1,3,7,1082.33,5,5,4,14,154.62,0.025547,274,45.67,165,488,2011,2,2011-02-27 14:44:00.000,2011-11-27 15:38:00.000
16094,VIP Customers,1,2,4,1078.23,5,4,4,13,269.56,0.019139,209,69.67,48,647,2011,5,2011-05-04 13:57:00.000,2011-11-28 12:45:00.000
16049,VIP Customers,1,31,3,1074.81,3,4,4,11,358.27,0.083333,36,18.00,248,763,2011,9,2011-09-25 14:33:00.000,2011-10-30 13:19:00.000
13131,VIP Customers,1,14,3,1073.3,4,4,4,12,357.77,0.018182,165,82.50,30,447,2011,6,2011-06-05 10:54:00.000,2011-11-16 13:21:00.000
15712,VIP Customers,1,0,5,1072.36,5,4,4,13,214.47,0.017921,279,69.75,41,486,2011,2,2011-02-25 11:32:00.000,2011-11-30 14:09:00.000
15238,VIP Customers,1,20,3,1071.99,4,4,4,12,357.33,0.019231,156,78.00,49,692,2011,6,2011-06-08 16:00:00.000,2011-11-10 14:28:00.000
17412,VIP Customers,1,14,6,1071.66,4,5,4,13,178.61,0.017143,350,70.00,44,652,2010,12,2010-12-02 16:29:00.000,2011-11-16 12:21:00.000
17041,VIP Customers,1,17,3,1071.49,4,4,4,12,357.16,0.008955,335,167.50,59,927,2010,12,2010-12-14 11:43:00.000,2011-11-13 11:21:00.000
16918,VIP Customers,1,40,6,1068.82,3,5,4,12,178.14,0.022305,269,53.80,97,721,2011,1,2011-01-26 17:37:00.000,2011-10-21 12:50:00.000
15436,VIP Customers,1,3,3,1067.75,5,4,4,13,355.92,0.013453,223,111.50,243,574,2011,4,2011-04-19 16:52:00.000,2011-11-27 16:05:00.000
15027,VIP Customers,1,21,4,1066.15,4,4,4,12,266.54,0.019139,209,69.67,30,565,2011,4,2011-04-15 14:14:00.000,2011-11-09 10:16:00.000
14698,VIP Customers,1,6,4,1065.09,5,4,4,13,266.27,0.108108,37,12.33,116,504,2011,10,2011-10-19 12:54:00.000,2011-11-24 11:10:00.000
15801,VIP Customers,1,37,3,1063.95,3,4,4,11,354.65,0.046875,64,32.00,61,570,2011,8,2011-08-22 09:53:00.000,2011-10-24 13:52:00.000
12936,VIP Customers,1,8,4,1063.9,5,4,4,13,265.98,0.064516,62,20.67,56,559,2011,9,2011-09-22 13:51:00.000,2011-11-22 17:32:00.000
15706,VIP Customers,1,54,4,1060.56,3,4,4,11,265.14,0.074074,54,18.00,50,321,2011,8,2011-08-15 14:32:00.000,2011-10-07 10:09:00.000
14931,VIP Customers,1,13,4,1059.28,4,4,4,12,264.82,0.018265,219,73.00,27,357,2011,4,2011-04-13 09:32:00.000,2011-11-17 09:25:00.000
17214,VIP Customers,1,51,6,1059.12,3,5,4,12,176.52,0.020000,300,60.00,79,272,2010,12,2010-12-15 15:14:00.000,2011-10-10 13:17:00.000
14419,VIP Customers,1,1,6,1051.79,5,5,4,14,175.30,0.016901,355,71.00,112,483,2010,12,2010-12-10 10:56:00.000,2011-11-29 11:22:00.000
16416,VIP Customers,1,17,3,1051.4,4,4,4,12,350.47,0.096774,31,15.50,59,672,2011,10,2011-10-14 13:35:00.000,2011-11-13 12:50:00.000
15329,VIP Customers,1,30,3,1049.7,4,4,4,12,349.90,0.022556,133,66.50,51,486,2011,6,2011-06-21 10:37:00.000,2011-10-31 15:36:00.000
17287,VIP Customers,1,17,7,1049.06,4,5,4,13,149.87,0.020173,347,57.83,88,556,2010,12,2010-12-02 12:22:00.000,2011-11-13 13:27:00.000
15839,VIP Customers,1,24,3,1048.49,4,4,4,12,349.50,0.025862,116,58.00,56,675,2011,7,2011-07-14 16:35:00.000,2011-11-06 13:54:00.000
16728,VIP Customers,1,37,4,1048.28,3,4,4,11,262.07,0.018265,219,73.00,218,671,2011,3,2011-03-20 13:28:00.000,2011-10-24 14:36:00.000
12919,VIP Customers,1,7,5,1047.29,5,5,4,14,209.46,0.032468,154,38.50,32,537,2011,6,2011-06-23 09:22:00.000,2011-11-23 10:38:00.000
15407,VIP Customers,1,24,4,1046.74,4,4,4,12,261.68,0.014652,273,91.00,142,552,2011,2,2011-02-07 13:18:00.000,2011-11-06 11:55:00.000
13719,VIP Customers,1,6,5,1041.68,5,4,4,13,208.34,0.022727,220,55.00,56,609,2011,4,2011-04-19 13:56:00.000,2011-11-24 15:26:00.000
18221,VIP Customers,1,13,5,1041.61,4,4,4,12,208.32,0.026316,190,47.50,59,791,2011,5,2011-05-12 14:13:00.000,2011-11-17 14:40:00.000
15145,VIP Customers,1,34,3,1036.37,3,4,4,11,345.46,0.014563,206,103.00,46,628,2011,4,2011-04-05 15:20:00.000,2011-10-27 12:33:00.000
12691,VIP Customers,1,19,6,1035.8,4,5,4,13,172.63,0.018182,330,66.00,21,394,2010,12,2010-12-17 14:46:00.000,2011-11-11 16:49:00.000
12599,VIP Customers,1,20,7,1032.58,4,5,4,13,147.51,0.025362,276,46.00,32,956,2011,2,2011-02-08 13:28:00.000,2011-11-10 13:34:00.000
17676,VIP Customers,1,49,5,1023.58,3,4,4,11,204.72,0.016181,309,77.25,40,706,2010,12,2010-12-08 13:49:00.000,2011-10-12 14:21:00.000
14428,VIP Customers,1,27,4,1022.2,4,4,4,12,255.55,0.013793,290,96.67,102,352,2011,1,2011-01-18 16:39:00.000,2011-11-03 16:30:00.000
17096,VIP Customers,1,6,4,1022.13,5,4,4,13,255.53,0.016194,247,82.33,46,339,2011,3,2011-03-23 12:05:00.000,2011-11-24 15:01:00.000
13728,VIP Customers,1,27,6,1016.14,4,5,4,13,169.36,0.021818,275,55.00,38,458,2011,2,2011-02-02 12:09:00.000,2011-11-03 10:49:00.000
12642,VIP Customers,1,16,3,1013.26,4,4,4,12,337.75,0.036145,83,41.50,39,552,2011,8,2011-08-24 09:23:00.000,2011-11-14 15:03:00.000
14775,VIP Customers,1,49,3,1011.9,3,4,4,11,337.30,0.009524,315,157.50,57,1174,2010,12,2010-12-02 16:38:00.000,2011-10-12 15:27:00.000
17951,VIP Customers,1,30,3,1008.54,4,4,4,12,336.18,0.008955,335,167.50,18,616,2010,12,2010-12-01 12:40:00.000,2011-10-31 12:30:00.000
14631,VIP Customers,1,41,3,1006.98,3,4,4,11,335.66,0.012048,249,124.50,38,622,2011,2,2011-02-14 09:31:00.000,2011-10-20 11:17:00.000
13429,VIP Customers,1,1,4,1006.8,5,4,4,13,251.70,0.060606,66,22.00,55,1390,2011,9,2011-09-25 15:59:00.000,2011-11-29 09:10:00.000
13867,VIP Customers,1,22,3,1005.09,4,4,4,12,335.03,0.015957,188,94.00,51,501,2011,5,2011-05-05 17:28:00.000,2011-11-08 15:48:00.000
14214,VIP Customers,1,21,5,1004.38,4,4,4,12,200.88,0.020161,248,62.00,64,751,2011,3,2011-03-07 12:26:00.000,2011-11-09 10:31:00.000
13410,VIP Customers,1,15,5,1003.06,4,4,4,12,200.61,0.018657,268,67.00,15,518,2011,2,2011-02-21 14:38:00.000,2011-11-15 15:33:00.000
12364,VIP Customers,1,31,3,1002.78,4,4,4,12,334.26,0.041096,73,36.50,47,1004,2011,8,2011-08-19 15:24:00.000,2011-10-30 15:43:00.000
13882,VIP Customers,1,2,4,998.05,5,4,4,13,249.51,0.074074,54,18.00,43,629,2011,10,2011-10-06 15:28:00.000,2011-11-28 13:08:00.000
15110,VIP Customers,1,14,4,996.1,4,4,4,12,249.03,0.013514,296,98.67,17,246,2011,1,2011-01-25 11:41:00.000,2011-11-16 11:16:00.000
16232,VIP Customers,1,34,4,990.88,3,4,4,11,247.72,0.023121,173,57.67,24,550,2011,5,2011-05-08 14:05:00.000,2011-10-27 12:16:00.000
14514,VIP Customers,1,52,3,990.2,3,4,4,11,330.07,0.011070,271,135.50,65,564,2011,1,2011-01-12 15:22:00.000,2011-10-09 16:05:00.000
15062,VIP Customers,1,62,4,987.86,3,4,4,11,246.97,0.013841,289,96.33,47,763,2010,12,2010-12-15 15:37:00.000,2011-09-29 16:51:00.000
14102,VIP Customers,1,2,4,987.38,5,4,4,13,246.84,0.117647,34,11.33,34,679,2011,10,2011-10-26 12:46:00.000,2011-11-28 10:20:00.000
17324,VIP Customers,1,8,4,986.48,5,4,4,13,246.62,0.011429,350,116.67,43,843,2010,12,2010-12-08 12:45:00.000,2011-11-22 10:34:00.000
13117,VIP Customers,1,12,8,984.91,5,5,4,14,123.11,0.022727,352,50.29,66,945,2010,12,2010-12-02 13:11:00.000,2011-11-18 12:02:00.000
16188,VIP Customers,1,35,4,981.86,3,4,4,11,245.47,0.020101,199,66.33,65,782,2011,4,2011-04-11 09:44:00.000,2011-10-26 12:19:00.000
16085,VIP Customers,1,14,5,981.51,4,4,4,12,196.30,0.016779,298,74.50,123,636,2011,1,2011-01-23 12:07:00.000,2011-11-16 13:24:00.000
12541,VIP Customers,1,20,3,981.18,4,4,4,12,327.06,0.011905,252,126.00,46,680,2011,3,2011-03-04 09:32:00.000,2011-11-10 10:40:00.000
18170,VIP Customers,1,24,3,980.31,4,4,4,12,326.77,0.016216,185,92.50,29,409,2011,5,2011-05-06 15:13:00.000,2011-11-06 14:35:00.000
15132,VIP Customers,1,9,5,977.93,5,5,4,14,195.59,0.020408,245,61.25,49,679,2011,3,2011-03-22 12:02:00.000,2011-11-21 17:10:00.000
14522,VIP Customers,1,15,4,974.54,4,4,4,12,243.64,0.022857,175,58.33,15,525,2011,5,2011-05-25 16:01:00.000,2011-11-15 13:24:00.000
15449,VIP Customers,1,17,3,974.52,4,4,4,12,324.84,0.012712,236,118.00,47,812,2011,3,2011-03-23 10:43:00.000,2011-11-13 15:02:00.000
16009,VIP Customers,1,13,4,972.11,4,4,4,12,243.03,0.028986,138,46.00,68,366,2011,7,2011-07-03 11:26:00.000,2011-11-17 16:51:00.000
13155,VIP Customers,1,24,4,971.76,4,4,4,12,242.94,0.011905,336,112.00,67,497,2010,12,2010-12-06 12:44:00.000,2011-11-06 15:41:00.000
14129,VIP Customers,1,8,4,971.28,5,4,4,13,242.82,0.016393,244,81.33,28,506,2011,3,2011-03-24 08:44:00.000,2011-11-22 12:09:00.000
16899,VIP Customers,1,10,5,969.43,5,4,4,13,193.89,0.014620,342,85.50,66,450,2010,12,2010-12-14 13:11:00.000,2011-11-20 14:31:00.000
15860,VIP Customers,1,31,8,965.16,3,5,4,12,120.65,0.024316,329,47.00,105,437,2010,12,2010-12-06 11:38:00.000,2011-10-30 11:25:00.000
13138,VIP Customers,1,13,6,962.39,4,5,4,13,160.40,0.017094,351,70.20,31,473,2010,12,2010-12-02 15:03:00.000,2011-11-17 16:51:00.000
12697,VIP Customers,1,19,3,957.59,4,4,4,12,319.20,0.021127,142,71.00,37,508,2011,6,2011-06-23 15:44:00.000,2011-11-11 08:47:00.000
14047,VIP Customers,1,64,4,957.46,3,4,4,11,239.37,0.013333,300,100.00,17,272,2010,12,2010-12-02 10:09:00.000,2011-09-27 14:08:00.000
15835,VIP Customers,1,35,4,954.09,3,4,4,11,238.52,0.013937,287,95.67,47,439,2011,1,2011-01-13 10:35:00.000,2011-10-26 15:47:00.000
15421,VIP Customers,1,49,4,950.36,3,4,4,11,237.59,0.015810,253,84.33,40,500,2011,2,2011-02-02 14:36:00.000,2011-10-12 09:20:00.000
13636,VIP Customers,1,27,5,949.12,4,4,4,12,189.82,0.020000,250,62.50,57,592,2011,2,2011-02-27 14:29:00.000,2011-11-03 10:30:00.000
15747,VIP Customers,1,3,3,946.64,5,4,4,13,315.55,0.018634,161,80.50,52,466,2011,6,2011-06-20 11:30:00.000,2011-11-27 12:26:00.000
15289,VIP Customers,1,20,3,939.78,4,4,4,12,313.26,0.013575,221,110.50,43,1008,2011,4,2011-04-04 12:44:00.000,2011-11-10 13:49:00.000
17527,VIP Customers,1,44,4,939.37,3,4,4,11,234.84,0.024096,166,55.33,45,488,2011,5,2011-05-05 13:43:00.000,2011-10-17 12:32:00.000
17227,VIP Customers,1,9,6,939.32,5,5,4,14,156.55,0.017094,351,70.20,28,741,2010,12,2010-12-06 11:16:00.000,2011-11-21 10:51:00.000
15787,VIP Customers,1,17,3,933.259999999999,4,4,4,12,311.09,0.083333,36,18.00,156,534,2011,10,2011-10-09 13:11:00.000,2011-11-13 14:55:00.000
17289,VIP Customers,1,22,3,931.02,4,4,4,12,310.34,0.020000,150,75.00,86,513,2011,6,2011-06-12 13:51:00.000,2011-11-08 12:01:00.000
17552,VIP Customers,1,51,4,930.41,3,4,4,11,232.60,0.012780,313,104.33,43,719,2010,12,2010-12-02 18:45:00.000,2011-10-10 17:00:00.000
16907,VIP Customers,1,20,5,928.76,4,4,4,12,185.75,0.014837,337,84.25,89,286,2010,12,2010-12-09 16:52:00.000,2011-11-10 18:04:00.000
13860,VIP Customers,1,5,4,926.45,5,4,4,13,231.61,0.054795,73,24.33,49,368,2011,9,2011-09-14 09:27:00.000,2011-11-25 13:42:00.000
15312,VIP Customers,1,66,4,924.85,3,4,4,11,231.21,0.014286,280,93.33,42,516,2010,12,2010-12-20 12:51:00.000,2011-09-25 13:10:00.000
13984,VIP Customers,1,17,5,920.51,4,4,4,12,184.10,0.014663,341,85.25,14,679,2010,12,2010-12-08 15:58:00.000,2011-11-13 12:38:00.000
13549,VIP Customers,1,16,7,918.2,4,5,4,13,131.17,0.032110,218,36.33,37,458,2011,4,2011-04-11 13:42:00.000,2011-11-14 09:20:00.000
15253,VIP Customers,1,7,5,918.2,5,4,4,13,183.64,0.032468,154,38.50,52,866,2011,6,2011-06-23 12:19:00.000,2011-11-23 16:22:00.000
16682,VIP Customers,1,48,4,917.14,3,4,4,11,229.29,0.030534,131,43.67,15,870,2011,6,2011-06-05 11:02:00.000,2011-10-13 15:47:00.000
14712,VIP Customers,1,20,3,917.07,4,4,4,12,305.69,0.035714,84,42.00,21,315,2011,8,2011-08-19 13:33:00.000,2011-11-10 12:59:00.000
15707,VIP Customers,1,26,4,916.98,4,4,4,12,229.25,0.076923,52,17.33,126,594,2011,9,2011-09-14 14:19:00.000,2011-11-04 14:35:00.000
17236,VIP Customers,1,3,6,916.13,5,5,4,14,152.69,0.017094,351,70.20,88,474,2010,12,2010-12-12 11:49:00.000,2011-11-27 12:00:00.000
16809,VIP Customers,1,14,5,914.69,4,4,4,12,182.94,0.020833,240,60.00,79,652,2011,3,2011-03-22 15:20:00.000,2011-11-16 15:45:00.000
12346,At Risk,2,316,1,77183.6,1,1,5,7,77183.60,1.000000,1,NULL,1,74215,2011,1,2011-01-18 10:01:00.000,2011-01-18 10:01:00.000
15749,At Risk,2,226,3,44534.3,1,4,5,10,14844.77,0.030612,98,49.00,5,18028,2011,1,2011-01-11 12:55:00.000,2011-04-18 13:20:00.000
15098,At Risk,2,173,3,39916.5,2,3,5,10,13305.50,3.000000,1,0.50,1,121,2011,6,2011-06-10 15:22:00.000,2011-06-10 15:33:00.000
12409,At Risk,2,69,3,11072.67,2,4,5,11,3690.89,0.028571,105,52.50,91,5551,2011,6,2011-06-10 12:19:00.000,2011-09-22 10:38:00.000
16180,At Risk,2,91,8,10254.18,2,5,5,12,1281.77,0.052288,153,21.86,90,5867,2011,4,2011-04-01 10:23:00.000,2011-08-31 16:28:00.000
14769,At Risk,2,73,7,10071.11,2,5,5,12,1438.73,0.025362,276,46.00,713,7036,2010,12,2010-12-17 11:40:00.000,2011-09-18 15:33:00.000
12590,At Risk,2,202,2,9864.26,1,3,5,9,4932.13,2.000000,1,1.00,68,4283,2011,5,2011-05-12 14:46:00.000,2011-05-12 14:52:00.000
13093,At Risk,2,266,8,7832.47,1,5,5,11,979.06,0.080808,99,14.14,97,3961,2010,12,2010-12-01 15:00:00.000,2011-03-09 12:14:00.000
12435,At Risk,2,70,2,7829.89,2,2,5,9,3914.94,0.010582,189,189.00,31,2055,2011,3,2011-03-17 07:40:00.000,2011-09-21 09:06:00.000
12980,At Risk,2,148,9,7374.9,2,5,5,12,819.43,0.044554,202,25.25,6,886,2010,12,2010-12-16 11:36:00.000,2011-07-05 09:34:00.000
16745,At Risk,2,77,17,7180.7,2,5,5,12,422.39,0.075221,226,14.13,148,6719,2011,2,2011-02-01 11:31:00.000,2011-09-14 11:58:00.000
13027,At Risk,2,104,6,6912,2,5,5,12,1152.00,0.024793,242,48.40,6,17280,2010,12,2010-12-20 12:45:00.000,2011-08-18 09:39:00.000
15939,At Risk,2,80,15,6115.01,2,5,5,12,407.67,0.061728,243,17.36,28,4728,2011,1,2011-01-12 12:43:00.000,2011-09-11 11:30:00.000
16553,At Risk,2,154,12,5719.82,2,5,5,12,476.65,0.060606,198,18.00,62,4600,2010,12,2010-12-14 13:58:00.000,2011-06-29 15:42:00.000
17850,At Risk,2,363,34,5391.21,1,5,5,11,158.56,17.000000,2,0.06,21,1733,2010,12,2010-12-01 08:26:00.000,2010-12-02 15:27:00.000
17686,At Risk,2,71,6,5110.09,2,5,5,12,851.68,0.026906,223,44.60,190,2183,2011,2,2011-02-10 10:18:00.000,2011-09-20 11:39:00.000
15032,At Risk,2,247,3,4959.1,1,4,5,10,1653.03,0.027027,111,55.50,29,2968,2010,12,2010-12-08 12:57:00.000,2011-03-28 15:03:00.000
12688,At Risk,2,104,1,4873.81,2,2,5,9,4873.81,1.000000,1,NULL,171,3028,2011,8,2011-08-18 08:49:00.000,2011-08-18 08:49:00.000
13802,At Risk,2,129,3,4599.42,2,3,5,10,1533.14,0.017241,174,87.00,55,2572,2011,2,2011-02-01 12:03:00.000,2011-07-24 10:54:00.000
16984,At Risk,2,79,2,4459.52,2,3,5,10,2229.76,0.046512,43,43.00,354,2380,2011,8,2011-08-01 17:37:00.000,2011-09-12 13:43:00.000
12752,At Risk,2,72,1,4366.78,2,1,5,8,4366.78,1.000000,1,NULL,53,2262,2011,9,2011-09-19 13:32:00.000,2011-09-19 13:32:00.000
14016,At Risk,2,152,4,4341.21,2,4,5,11,1085.30,0.020305,197,65.67,154,2125,2010,12,2010-12-17 14:21:00.000,2011-07-01 11:29:00.000
18251,At Risk,2,78,1,4314.72,2,2,5,9,4314.72,1.000000,1,NULL,16,7824,2011,9,2011-09-13 15:03:00.000,2011-09-13 15:03:00.000
17426,At Risk,2,82,4,4280.59,2,4,5,11,1070.15,0.020833,192,64.00,153,2541,2011,3,2011-03-02 16:34:00.000,2011-09-09 15:51:00.000
18087,At Risk,2,89,2,4055.72,2,3,5,10,2027.86,0.010363,193,193.00,2,3907,2011,2,2011-02-22 10:43:00.000,2011-09-02 15:12:00.000
12378,At Risk,2,120,1,4008.62,2,2,5,9,4008.62,1.000000,1,NULL,219,2529,2011,8,2011-08-02 10:34:00.000,2011-08-02 10:34:00.000
18073,At Risk,2,105,12,3859.82,2,5,5,12,321.65,0.142857,84,7.64,23,3102,2011,5,2011-05-26 19:38:00.000,2011-08-17 14:02:00.000
12755,At Risk,2,271,2,3811.95,1,2,5,8,1905.97,0.023256,86,86.00,4,1491,2010,12,2010-12-09 10:44:00.000,2011-03-04 12:42:00.000
13124,At Risk,2,80,3,3756.33,2,3,5,10,1252.11,0.011070,271,135.50,185,2119,2010,12,2010-12-15 15:00:00.000,2011-09-11 12:45:00.000
12502,At Risk,2,86,5,3723.87,2,4,5,11,744.77,0.023256,215,53.75,102,820,2011,2,2011-02-03 10:41:00.000,2011-09-05 11:52:00.000
14364,At Risk,2,99,8,3717.35,2,5,5,12,464.67,0.076923,104,14.86,61,1967,2011,5,2011-05-12 12:56:00.000,2011-08-23 11:01:00.000
